identifier,formula_published,cas,gwp100,lifetime_years,log10_gwp100,source,source_table_ref,raw_smiles,via,canonical_smiles,isomeric_smiles,inchikey,rdkit_formula,rdkit_mw,cluster_id,log10_lifetime
HCFC-123a,CHClFCClF2,354-23-4,415.0,4.0,2.6180480967120925,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)Cl)(F)Cl,pubchem_cas,FC(Cl)C(F)(F)Cl,FC(Cl)C(F)(F)Cl,YMRMDGSNYHCUCL-UHFFFAOYSA-N,C2HCl2F3,151.940740052,18,0.6020599913279624
"Allyl 2,2,2-trifluoroacetate",CF3C(O)OCH2CH=CH2,383-67-5,0.5,0.0035592060232717,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=CCOC(=O)C(F)(F)F,pubchem_cas,C=CCOC(=O)C(F)(F)F,C=CCOC(=O)C(F)(F)F,XIVPVSIDXBTZLM-UHFFFAOYSA-N,C5H5F3O2,154.02416406,89,-2.4486468722995016
"Methyl 2,2,2-trifluoroacetate",CF3C(O)OCH3,431-47-0,86.0,1.0,1.934498451243568,Hodnebrog_2020,RoG_2020_Table_5,COC(=O)C(F)(F)F,pubchem_cas,COC(=O)C(F)(F)F,COC(=O)C(F)(F)F,VMVNZNXAVJHNDJ-UHFFFAOYSA-N,C3H3F3O2,128.008513996,88,0.0
"2,2,3,3,4,4,4-Heptafluorobutan-1-ol",CF3CF2CF2CH2OH,375-01-9,38.0,0.6,1.57978359661681,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(C(F)(F)F)(F)F)(F)F)O,pubchem_cas,OCC(F)(F)C(F)(F)C(F)(F)F,OCC(F)(F)C(F)(F)C(F)(F)F,WXJFKAZDSQLPBX-UHFFFAOYSA-N,C4H3F7O,200.007212256,87,-0.2218487496163564
HG'-03,CH3O(CF2CF2O)3CH3,,230.0,1.7,2.361727836017593,Hodnebrog_2020,RoG_2020_Table_5,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_name,COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC,COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC,UMMJPMFAQHCBNY-UHFFFAOYSA-N,C8H6F12O4,394.007447312,5,0.2304489213782739
HFE-329me3,CF3CFHCF2OCF3,,4620.0,33.6,3.6646419755561257,Hodnebrog_2020,RoG_2020_Table_5,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,pubchem_name,FC(C(F)(F)F)C(F)(F)OC(F)(F)F,FC(C(F)(F)F)C(F)(F)OC(F)(F)F,XDHKPUUGCABIMF-UHFFFAOYSA-N,C4HF9O,235.988368632,86,1.526339277389844
HCFC-122a,CHClFCCl2F,354-15-4,257.0,3.1,2.4099331233312946,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(Cl)Cl)(F)Cl,pubchem_cas,FC(Cl)C(F)(Cl)Cl,FC(Cl)C(F)(Cl)Cl,BQNSLJQRJAJITR-UHFFFAOYSA-N,C2HCl3F2,167.911189512,18,0.4913616938342727
HFE-365mcf3,CF3CF2CH2OCH3,,2.0,0.0684462696783025,0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,COCC(C(F)(F)F)(F)F,pubchem_name,COCC(F)(F)C(F)(F)F,COCC(F)(F)C(F)(F)F,ZYAMKYAPIQPWQR-UHFFFAOYSA-N,C4H5F5O,164.02605588,85,-1.164650215934297
HFE-356mmz1,(CF3)2CHOCH3,,9.0,0.1779603011635865,0.9542425094393248,Hodnebrog_2020,RoG_2020_Table_5,COC(C(F)(F)F)C(F)(F)F,pubchem_name,COC(C(F)(F)F)C(F)(F)F,COC(C(F)(F)F)C(F)(F)F,VNXYDFNVQBICRO-UHFFFAOYSA-N,C4H4F6O,182.016634068,84,-0.749676867963479
HFE-356pcc3,CH3OCF2CF2CHF2,,291.0,2.5,2.463892988985908,Hodnebrog_2020,RoG_2020_Table_5,COC(C(C(F)F)(F)F)(F)F,pubchem_name,COC(F)(F)C(F)(F)C(F)F,COC(F)(F)C(F)(F)C(F)F,CMRJNALMNDBXQC-UHFFFAOYSA-N,C4H4F6O,182.016634068,83,0.3979400086720376
HCFC-132,CHClFCHClF,431-06-1,128.0,1.7,2.1072099696478683,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)Cl)(F)Cl,pubchem_cas,FC(Cl)C(F)Cl,FC(Cl)C(F)Cl,IDSKMUOSMAUASS-UHFFFAOYSA-N,C2H2Cl2F2,133.950161864,82,0.2304489213782739
HCFC-124a,CHF2CClF2,354-25-6,2170.0,17.0,3.3364597338485296,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)Cl)(F)F,pubchem_cas,FC(F)C(F)(F)Cl,FC(F)C(F)(F)Cl,JQZFYIGAYWLRCC-UHFFFAOYSA-N,C2HClF4,135.970290592,81,1.2304489213782739
2-Bromopropane,CH3CHBrCH3,75-26-3,0.5,0.054757015742642,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,CC(C)Br,pubchem_cas,CC(C)Br,CC(C)Br,NAMYKGVDVNBCFQ-UHFFFAOYSA-N,C3H7Br,121.973112324,79,-1.2615602289423533
HCFC-123,CHCl2CF3,306-83-2,95.0,1.3,1.977723605288848,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)(Cl)Cl,pubchem_cas,FC(F)(F)C(Cl)Cl,FC(F)(F)C(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N,C2HCl2F3,151.940740052,78,0.11394335230683679
"4,4,4-Trifluorobutan-1-ol",CF3(CH2)2CH2OH,,0.5,0.0147843942505133,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(CC(F)(F)F)CO,pubchem_name,OCCCC(F)(F)F,OCCCC(F)(F)F,VKRFUGHXKNNIJO-UHFFFAOYSA-N,C4H7F3O,128.044899504,77,-1.8301964647833673
HCFC-122,CHCl2CClF2,354-21-2,59.0,0.9,1.7708520116421442,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)Cl)(Cl)Cl,pubchem_cas,FC(F)(Cl)C(Cl)Cl,FC(F)(Cl)C(Cl)Cl,FQAMAOOEZDRHHB-UHFFFAOYSA-N,C2HCl3F2,167.911189512,17,-0.045757490560675115
Trifluoromethyl sulfur pentafluoride,CF3SF5,373-80-8,17400.0,800.0,4.2405492482826,Hodnebrog_2020,RoG_2020_T2,FC(F)(F)S(F)(F)(F)(F)F,override_by_cas,FC(F)(F)S(F)(F)(F)(F)F,FC(F)(F)S(F)(F)(F)(F)F,QIYZKVMAFMDRTP-UHFFFAOYSA-N,CF8S,195.95929676,75,2.9030899869919438
Trifluoroiodomethane (CF3I),CF3I,2314-97-8,0.4,0.005,-0.3979400086720376,Hodnebrog_2020,RoG_2020_T2,FC(F)(F)I,override_by_cas,FC(F)(F)I,FC(F)(F)I,VPAYJEUHKVESSD-UHFFFAOYSA-N,CF3I,195.89968266,74,-2.3010299956639813
Trichloroethylene,C2HCl3,79-01-6,21.0,0.014,1.3222192947339193,Hodnebrog_2020,RoG_2020_T2,ClC=C(Cl)Cl,override_by_cas,ClC=C(Cl)Cl,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,C2HCl3,129.914383072,73,-1.853871964321762
HFC-41,CH3F,593-53-3,142.0,2.8,2.1522883443830563,Hodnebrog_2020,RoG_2020_Table_5,CF,pubchem_cas,CF,CF,NBVXSUQYWXRMNV-UHFFFAOYSA-N,CH3F,34.021878316,72,0.4471580313422192
HFE-347mcc3 (HFE-7000),CH3OCF2CF2CF3,375-03-1,605.0,5.1,2.781755374652469,Hodnebrog_2020,RoG_2020_Table_5,COC(C(C(F)(F)F)(F)F)(F)F,pubchem_cas,COC(F)(F)C(F)(F)C(F)(F)F,COC(F)(F)C(F)(F)C(F)(F)F,NOPJRYAFUXTDLX-UHFFFAOYSA-N,C4H3F7O,200.007212256,16,0.7075701760979364
HFE-347mcf2,CHF2CH2OCF2CF3,171182-95-9,1010.0,6.7,3.004321373782642,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)F)OC(C(F)(F)F)(F)F,pubchem_cas,FC(F)COC(F)(F)C(F)(F)F,FC(F)COC(F)(F)C(F)(F)F,BFPGPHGEDKDBCN-UHFFFAOYSA-N,C4H3F7O,200.007212256,70,0.8260748027008264
HFE-347pcf2,CHF2CF2OCH2CF3,406-78-0,1030.0,6.1,3.012837224705172,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)OC(C(F)F)(F)F,pubchem_cas,FC(F)C(F)(F)OCC(F)(F)F,FC(F)C(F)(F)OCC(F)(F)F,CWIFAKBLLXGZIC-UHFFFAOYSA-N,C4H3F7O,200.007212256,69,0.785329835010767
HFE-347mmy1,(CF3)2CFOCH3,22052-84-2,412.0,3.7,2.6148972160331345,Hodnebrog_2020,RoG_2020_Table_5,COC(C(F)(F)F)(C(F)(F)F)F,pubchem_cas,COC(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)F)C(F)(F)F,HRXXERHTOVVTQF-UHFFFAOYSA-N,C4H3F7O,200.007212256,68,0.568201724066995
"Vinyl 2,2,2-trifluoroacetate",CF3C(O)OCH=CH2,433-28-3,0.5,0.0038329911019849,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=COC(=O)C(F)(F)F,pubchem_cas,C=COC(=O)C(F)(F)F,C=COC(=O)C(F)(F)F,ZBGRMWIREQJHPK-UHFFFAOYSA-N,C4H3F3O2,140.008513996,67,-2.4164621889281013
HCFO-1224yd(Z),C3HClF4,111512-60-8,0.88,0.04,-0.0555173278498313,Hodnebrog_2020,RoG_2020_T2,F/C(Cl)=C\C(F)(F)F,override_by_cas,FC(Cl)=CC(F)(F)F,F/C(Cl)=C\C(F)(F)F,PNWJILFKWURCIR-UPHRSURJSA-N,C3HClF4,147.970290592,66,-1.3979400086720375
Halon-2301,CH2BrCF3,421-06-7,186.0,3.2,2.2695129442179165,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)Br,pubchem_cas,FC(F)(F)CBr,FC(F)(F)CBr,TZNJHEHAYZJBHR-UHFFFAOYSA-N,C2H2BrF3,161.929196824,65,0.505149978319906
Halon-1202,CBr2F2,75-61-6,226.0,2.5,2.3541084391474008,Hodnebrog_2020,RoG_2020_Table_5,C(F)(F)(Br)Br,pubchem_cas,FC(F)(Br)Br,FC(F)(Br)Br,AZSZCFSOHXEJQE-UHFFFAOYSA-N,CBr2F2,207.83348064,15,0.3979400086720376
Trichloromethane,CHCl3,67-66-3,22.0,0.5,1.3424226808222062,Hodnebrog_2020,RoG_2020_Table_3,ClC(Cl)Cl,override_by_cas,ClC(Cl)Cl,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3,117.914383072,64,-0.3010299956639812
Dichloromethane,CH2Cl2,75-09-2,12.0,0.5,1.0791812460476249,Hodnebrog_2020,RoG_2020_Table_3,ClCCl,override_by_cas,ClCCl,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,CH2Cl2,83.953355424,63,-0.3010299956639812
Chloromethane,CH3Cl,74-87-3,6.0,0.9,0.7781512503836436,Hodnebrog_2020,RoG_2020_Table_3,CCl,override_by_cas,CCl,CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N,CH3Cl,49.992327776,62,-0.045757490560675115
Tetrachloromethane,CCl4,56-23-5,2310.0,32.0,3.3636119798921444,Hodnebrog_2020,RoG_2020_Table_3,ClC(Cl)(Cl)Cl,override_by_cas,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,CCl4,151.87541072,61,1.505149978319906
"1,1,1-Trichloroethane",CH3CCl3,71-55-6,169.0,5.0,2.227886704613673,Hodnebrog_2020,RoG_2020_Table_3,CC(Cl)(Cl)Cl,override_by_cas,CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,C2H3Cl3,131.930033136,60,0.6989700043360189
HFC-43-10mee,CF3CHFCHFCF2CF3,138495-42-8,1680.0,17.0,3.225309281725863,Hodnebrog_2020,RoG_2020_Table_3,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,pubchem_cas,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,RIQRGMUSBYGDBL-UHFFFAOYSA-N,C5H2F10,251.999682264,59,1.2304489213782739
"3,3,3-Trifluoropropanal",CF3CH2CHO,460-40-2,0.5,0.0082135523613963,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(C=O)C(F)(F)F,pubchem_cas,O=CCC(F)(F)F,O=CCC(F)(F)F,UTMIEQASUFFADK-UHFFFAOYSA-N,C3H3F3O,112.013599376,58,-2.085468969886672
"1,1,2,2-Tetrafluoro-3-methoxypropane",CHF2CF2CH2OCH3,60598-17-6,2.0,0.0711841204654346,0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,COCC(C(F)F)(F)F,pubchem_cas,COCC(F)(F)C(F)F,COCC(F)(F)C(F)F,CTXZHYNQHNBVKL-UHFFFAOYSA-N,C4H6F4O,146.035477692,56,-1.1476168766355166
"2,2,3,4,4,4-Hexafluorobutan-1-ol",CF3CHFCF2CH2OH,382-31-0,32.0,0.4,1.505149978319906,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(C(F)(F)F)F)(F)F)O,pubchem_cas,OCC(F)(F)C(F)C(F)(F)F,OCC(F)(F)C(F)C(F)(F)F,LVFXLZRISXUAIL-UHFFFAOYSA-N,C4H4F6O,182.016634068,55,-0.3979400086720376
"2,2,3,3-Tetrafluoropropan-1-ol",CHF2CF2CH2OH,76-37-9,15.0,0.2546201232032854,1.1760912590556811,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(F)F)(F)F)O,pubchem_cas,OCC(F)(F)C(F)F,OCC(F)(F)C(F)F,NBUKAOOFKZFCGD-UHFFFAOYSA-N,C3H4F4O,132.019827628,54,-0.5941072760523992
"1,1,1,2,2,3,3-Heptafluoro-3-(1,2,2,2-tetrafluoroethoxy)propane",CF3CF2CF2OCHFCF3,3330-15-2,7000.0,59.4,3.845098040014257,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,pubchem_cas,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,CUTPKDUMZWIJKT-UHFFFAOYSA-N,C5HF11O,285.98517507200006,53,1.7737864449811935
Sevoflurane (HFE-347mmz1),(CF3)2CHOCH2F,28523-86-6,205.0,1.9,2.311753861055754,Hodnebrog_2020,RoG_2020_Table_5,C(OC(C(F)(F)F)C(F)(F)F)F,pubchem_cas,FCOC(C(F)(F)F)C(F)(F)F,FCOC(C(F)(F)F)C(F)(F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,C4H3F7O,200.007212256,50,0.2787536009528289
HFE-338mcf2,CF3CH2OCF2CF3,156053-88-2,1090.0,7.5,3.037426497940624,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)OC(C(F)(F)F)(F)F,pubchem_cas,FC(F)(F)COC(F)(F)C(F)(F)F,FC(F)(F)COC(F)(F)C(F)(F)F,ZOMISZRVOJQGOT-UHFFFAOYSA-N,C4H2F8O,217.997790444,49,0.8750612633917001
Halon-1301,CBrF3,75-63-8,7600.0,72.0,3.880813592280792,Hodnebrog_2020,RoG_2020_Table_3,FC(F)(F)Br,override_by_cas,FC(F)(F)Br,FC(F)(F)Br,RJCQBQGAPKAMLL-UHFFFAOYSA-N,CBrF3,147.91354676,15,1.8573324964312685
Halon-2402,CBrF2CBrF2,124-73-2,2280.0,28.0,3.357934847000454,Hodnebrog_2020,RoG_2020_Table_3,FC(F)(Br)C(F)(F)Br,override_by_cas,FC(F)(Br)C(F)(F)Br,FC(F)(Br)C(F)(F)Br,KVBKAPANDHPRDG-UHFFFAOYSA-N,C2Br2F4,257.83028708,48,1.4471580313422192
PFC-71-18,n‐C8F18,307-34-6,8760.0,300.0,3.942504106168081,Hodnebrog_2020,RoG_2020_Table_3,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YVBBRRALBYAZBM-UHFFFAOYSA-N,C8F18,437.97125796,0,2.4771212547196626
"2-Chloro-1,1,2-trifluoro-1-methoxyethane",CH3OCF2CHClF,,142.0,1.4,2.1522883443830563,Hodnebrog_2020,RoG_2020_Table_5,COC(C(F)Cl)(F)F,pubchem_name,COC(F)(F)C(F)Cl,COC(F)(F)C(F)Cl,KKXBMWAROXAWSZ-UHFFFAOYSA-N,C3H4ClF3O,147.990277088,46,0.146128035678238
"Ethyl 2,2,2-trifluoroacetate",CF3C(O)OCH2CH3,383-63-1,2.0,0.0602327173169062,0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,CCOC(=O)C(F)(F)F,pubchem_cas,CCOC(=O)C(F)(F)F,CCOC(=O)C(F)(F)F,STSCVKRWJPWALQ-UHFFFAOYSA-N,C4H5F3O2,142.02416406,45,-1.2201675437841284
Nitrous oxide,N2O,10024-97-2,273.0,109.0,2.436162647040756,IPCC_AR6,anchor_curated_v1,[N-]=[N+]=O,override_by_cas,[N-]=[N+]=O,[N-]=[N+]=O,GQPLMRYTRLFLPF-UHFFFAOYSA-N,N2O,44.00106262,44,2.037426497940624
"3,3,4,4,5,5,6,6, 6-nonafluorohex-1-ene",n-C4F9CH=CH2,,0.204,0.025,-0.6903698325741012,IPCC_AR6,Table_7.SM.7_p18,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,rescue_v2,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TWLUKCCXOGLBOR-UHFFFAOYSA-N,C7H5F9,260.02475414,7,-1.6020599913279623
Z-R316c,ciscyc(-CClFCF2CF2CClF-),,566.0,114.0,2.7528164311882715,IPCC_AR6,Table_7.SM.7_p16,FC1(C(F)(F)C(F)(F)/C1(F)Cl)Cl,rescue_v2,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,LMHAGAHDHRQIMB-UHFFFAOYSA-N,C4Cl2F6,231.92812468,9,2.0569048513364727
Octamethylcyclo-tetrasiloxane,C8H24O4Si4,,0.739,0.027,-0.1313555616051742,IPCC_AR6,Table_7.SM.7_p27,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,rescue_v2,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,HMMGMWAXVFQUOA-UHFFFAOYSA-N,C8H24O4Si4,296.07516536799994,2,-1.5686362358410126
Hexamethyl-cyclotrisiloxane,C6H18O3Si3,,1.15,0.038,0.0606978403536116,IPCC_AR6,Table_7.SM.7_p27,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,rescue_v2,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,C6H18O3Si3,222.056374026,2,-1.4202164033831899
Decamethylcyclo-pentasiloxane,C10H30O5Si5,,0.289,0.016,-0.5391021572434522,IPCC_AR6,Table_7.SM.7_p27,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,rescue_v2,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,XMSXQFUHVRWGNA-UHFFFAOYSA-N,C10H30O5Si5,370.09395670999993,2,-1.7958800173440752
Dodecamethyl-cyclohexasiloxane,C12H36O6Si6,,0.142,0.011,-0.8477116556169435,IPCC_AR6,Table_7.SM.7_p27,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,rescue_v2,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,IUMSDRXLFWAGNT-UHFFFAOYSA-N,C12H36O6Si6,444.1127480519999,2,-1.958607314841775
"1,1,1,2,2,4,5,5, 5-nonafluoro-4-(trifluoromethyl) pentan-3-one",CF3CF2COCF(CF3)2,,0.114,0.019,-0.9430951486635274,IPCC_AR6,Table_7.SM.7_p26,FC(F)(F)C(F)(F)C(=O)C(C(F)(F)F)(C(F)(F)F)F,rescue_v2,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,RMLFHPWPTXWZNJ-UHFFFAOYSA-N,C6F12O,315.97575326000003,43,-1.7212463990471711
2-methylpentan-3-one,CH3CH2COCH(CH3)2,,0.2,0.015,-0.6989700043360187,IPCC_AR6,Table_7.SM.7_p26,CCC(=O)C(C)C,pubchem_name,CCC(=O)C(C)C,CCC(=O)C(C)C,HYTRYEXINDDXJK-UHFFFAOYSA-N,C6H12O,100.088815004,42,-1.8239087409443189
Methane (fossil),CH4,74-82-8,29.8,11.8,1.4742162640762553,IPCC_AR6,anchor_curated_v1,C,override_by_cas,C,C,VNWKTOKETHGBQD-UHFFFAOYSA-N,CH4,16.031300127999998,41,1.0718820073061255
HCFO-1233zd(E),(E)-CF3CH=CHCl,,3.88,0.116,0.5888317255942073,IPCC_AR6,Table_7.SM.7_p17,C(=C/Cl)\C(F)(F)F,pubchem_name,FC(F)(F)C=CCl,FC(F)(F)/C=C/Cl,LDTMPQQAWUMPKS-OWOJBTEDSA-N,C3H2ClF3,129.979712404,14,-0.9355420107730815
Ethyl methyl ether,CH3CH2OCH3,,0.01,0.005,-2.0,IPCC_AR6,Table_7.SM.7_p26,CCOC,pubchem_name,CCOC,CCOC,XOBKSJJDNFUZPF-UHFFFAOYSA-N,C3H8O,60.057514876,40,-2.3010299956639813
Carbon dioxide,CO2,124-38-9,1.0,,0.0,IPCC_AR6,Table_7.SM.7_p16,O=C=O,override_by_cas,O=C=O,O=C=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,CO2,43.98982924,37,
PFC-91-18,C10F18,,748.0,200.0,2.873901597864461,IPCC_AR6,Table_7.SM.7_p21,FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,rescue_v2,FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,YAEVKGZKHMJQFN-UHFFFAOYSA-N,C10F18,461.97125796,36,2.3010299956639813
Octafluoro-oxolane,c-C4F8O,,139.0,300.0,2.143014800254095,IPCC_AR6,Table_7.SM.7_p27,O1C(F)(F)C(F)(F)C(F)(F)C1(F)F,rescue_v2,FC1(F)OC(F)(F)C(F)(F)C1(F)F,FC1(F)OC(F)(F)C(F)(F)C1(F)F,UEOZRAZSBQVQKG-UHFFFAOYSA-N,C4F8O,215.98214038,35,2.4771212547196626
"3,3,4,4,5,5,6,6,7, 7,8,8,8-trideca-fluorooct-1-ene",n-C6F13CH=CH2,,0.162,0.025,-0.790484985457369,IPCC_AR6,Table_7.SM.7_p19,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,rescue_v2,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DSASLUGILQLHMS-UHFFFAOYSA-N,C9H5F13,360.01836702,7,-1.6020599913279623
HFO-1438ezy(E),(E)-(CF3)2CFCH=CHF,,8.22,0.334,0.9148718175400504,IPCC_AR6,Table_7.SM.7_p19,FC(F)(F)C(/C=C/F)C(F)(F)F,rescue_v2,FC=CC(C(F)(F)F)C(F)(F)F,F/C=C/C(C(F)(F)F)C(F)(F)F,FHKSBNVLMZMYCI-OWOJBTEDSA-N,C5H3F7,196.012297636,33,-0.4762535331884355
Hexamethyl-disiloxane,C6H18OSi2,,0.476,0.025,-0.3223930472795068,IPCC_AR6,Table_7.SM.7_p27,C[Si](C)(C)O[Si](C)(C)C,pubchem_name,C[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)C,UQEAIHBTYFGYIE-UHFFFAOYSA-N,C6H18OSi2,162.089618256,32,-1.6020599913279623
Butane,n-C4H10,,0.006,0.019,-2.221848749616356,IPCC_AR6,Table_7.SM.7_p27,CCCC,pubchem_name,CCCC,CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N,C4H10,58.07825032,31,-1.7212463990471711
Ethane,C2H6,,0.437,0.159,-0.3595185630295782,IPCC_AR6,Table_7.SM.7_p27,CC,pubchem_name,CC,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N,C2H6,30.046950192,29,-0.7986028756795485
"(4s,5s)-1,1,2,2,3, 3,4,5-octafluoro-cyclopentane",trans-cyc(-CF2CF2CF2CHFCHF-),,258.0,3.2,2.41161970596323,IPCC_AR6,Table_7.SM.7_p19,FC1C(F)C(F)(F)C(F)(F)C1(F)F,rescue_v2,FC1C(F)C(F)(F)C(F)(F)C1(F)F,FC1C(F)C(F)(F)C(F)(F)C1(F)F,QVEJLBREDQLBKB-UHFFFAOYSA-N,C5H2F8,214.002875824,13,0.505149978319906
"3,3,4,4,5,5,6,6,7, 7,8,8,9,9,10,10, 10-heptadeca-fluorodec-1-ene",n-C8F17CH=CH2,,0.141,0.025,-0.8507808873446201,IPCC_AR6,Table_7.SM.7_p19,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,rescue_v2,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IGZCYJHKCGTUQB-UHFFFAOYSA-N,C11H5F17,460.0119799,7,-1.6020599913279623
PFC-c216,C3F6,931-91-9,9200.0,3000.0,3.963787827345555,WMO_2022,Annex_A1,C1(C(C1(F)F)(F)F)(F)F,pubchem_cas,FC1(F)C(F)(F)C1(F)F,FC1(F)C(F)(F)C1(F)F,GQUXQQYWQKRCPL-UHFFFAOYSA-N,C3F6,149.99041932,12,3.4771212547196626
